Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
kmc-z410h-chain,,,,,,,,Pink,,,,,Chains - Pink,476,shopify,19,deny,manual,10.00,,true,true,'712392689847,https://cdn.shopify.com/s/files/1/0923/8062/products/Chain_Blue.jpeg?v=1438625995,Blue,,,,,,,,,,,,,,,,,,lb
kmc-z410h-chain,,,,,,,,Green,,,,,Chains - Green,476,shopify,12,deny,manual,10.00,,true,true,'712392689991,https://cdn.shopify.com/s/files/1/0923/8062/products/Chain_Pink.jpeg?v=1438625995,Pink,,,,,,,,,,,,,,,,,,lb
kmc-z410h-chain,,,,,,,,Gold,,,,,Chains - Gold,476,shopify,7,deny,manual,10.00,,true,true,'712392689809,https://cdn.shopify.com/s/files/1/0923/8062/products/Chain_White.jpeg?v=1438625995,White,,,,,,,,,,,,,,,,,,lb
kmc-z410h-chain,,,,,,,,Blue,,,,,Chains - Blue,476,shopify,6,deny,manual,10.00,,true,true,'712392689854,https://cdn.shopify.com/s/files/1/0923/8062/products/Chain_Silver.jpeg?v=1438625995,Alloy,,,,,,,,,,,,,,,,,,lb
kmc-z410h-chain,,,,,,,,Red,,,,,Chains - Red,476,shopify,9,deny,manual,10.00,,true,true,'712392689816,https://cdn.shopify.com/s/files/1/0923/8062/products/Chain_Yellow.jpeg?v=1438625995,Yellow,,,,,,,,,,,,,,,,,,lb
kmc-z410h-chain,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Chain_Gold-2.jpeg?v=1438625995,Gold,,,,,,,,,,,,,,,,,,
kryptonite-keeper-12-u-lock,Kryptonite 12 U-Lock,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>This <a href=""http://purefixcycles.com/collections/vendors?q=Kryptonite"">Kryptonite</a> U-Lock has a high security Bent Foot™ design and comes with two disc-style keys and a click-style transportation bracket.  The lock is encased in a protective vinyl covering and has a reinforced collar over keyway for increased protection!  The 12mm hardened steel shackle resists hand tools.  Grab one now and keep your bike protected from those bike thieves out there!</p>",Kryptonite,Lock,"Accessories, Essential, Essentials, Lock, Locks, Safety, Safety Gear, Tools and Maintenance",true,Material,Keeper,,,,,Lock - Kryptonite U-Lock 12 Standard,1225,shopify,117,deny,manual,20.00,,true,true,,https://cdn.shopify.com/s/files/1/0923/8062/products/kryptonite_1.jpeg?v=1438625986,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/kryptonite_1.jpeg?v=1438625986,lb
kryptonite-keeper-chain-lock,Kryptonite Keeper,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>This <a href=""http://purefixcycles.com/collections/vendors?q=Kryptonite"">Kryptonite</a> chain lock is both stylish and functional. It packs 7mm 4-sided 3t manganese steel chain links.  </p>
<p>The lock is flexible, compact, easy to use, and comes with a <b>lifetime warranty</b>! </p>",Kryptonite,Lock,"Accessories, Essential, Essentials, Lock, Locks, Safety, Safety Gear",true,Title,Chain Lock,,,,,Lock - Kryptonite Lock Chain,907,shopify,1,deny,manual,25.00,,true,true,,https://cdn.shopify.com/s/files/1/0923/8062/products/kryptonite_chain_lock_1.jpeg?v=1438625985,,false,,,,,,,,,,,,,,,,,lb
kryptonite-keeper-padlock,Kryptonite Keeper Padlock,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>This <a href=""http://purefixcycles.com/collections/vendors?q=Kryptonite"">Kryptonite</a> chain lock is both stylish and functional. It packs 7mm 4-sided 3t manganese steel chain links.  </p>
<p>The lock is flexible, compact, easy to use, and comes with a <b>lifetime warranty</b>! </p>
<p>Comes with the chain and the lock - you can't lose!</p>",Kryptonite,Lock,"Essential, Essentials, Lock, Locks, Safety",false,Title,Pad Lock,,,,,Lock - Kryptonite Pad Lock,907,shopify,0,deny,manual,25.00,,true,true,,https://cdn.shopify.com/s/files/1/0923/8062/products/keeper-lock_1.png?v=1438625984,,false,,,,,,,,,,,,,,,,,lb
levis-511-slim-fit-commuter-shorts,Levi's Commuter 504 Regular Straight Shorts,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Levi's set out to make the most comfortable, convenient, chic cycling pants in the world, but they had to stop at the knee because these shorts were perfect.  Designed for folks who can't show up to work in spandex, the Levi's Commuter Shorts have all the plusses of bike-wear: double layered seat and back pockets for comfort, reflective tape on the interior cuffs for visibility, and high rise back for better coverage.  Levi's even built <a href=""http://purefixcycles.com/collections/essentials/products/kryptonite-keeper-12-u-lock"">U-Lock</a> storage into the waistband, and made the shorts water and dirt-repellant so you can ride in the morning without wearing the road for the rest of the day.  All you need is a place to hide your helmet and no one will even suspect you rode to work today.</p>
<div class=""textile"">
<h3>Specs</h3>
<ul>
<li>Straight leg</li>
<li>Higher back rise for coverage</li>
<li>Reflective 3M™ Scotchlite™ tape on cuff</li>
<li>U-lock storage on waistband</li>
<li>67% Cotton, 33% Elastomultiester - Imported</li>
<li>Fit &amp; Sizing</li>
<li>Reinforced pockets for durability</li>
<li>Water-resistant and dirt-repellent EcoRepel® protective finish</li>
</ul>
</div>",Levi's,Apparel,"Accessories, Apparel, Shorts",true,Color,Blue,Size,28,,,Levis - Shorts - Dark Blue - 28,454,shopify,0,deny,manual,68.00,,true,true,"",https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-blue-2_WEB.jpeg?v=1438625979,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-blue-2_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Blue,,29,,,Levis - Shorts - Dark Blue - 29,454,shopify,1,deny,manual,68.00,,true,true,"",https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-blue-1_WEB.jpeg?v=1438625979,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-blue-2_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Blue,,30,,,Levis - Shorts - Dark Blue - 30,454,shopify,0,deny,manual,68.00,,true,true,"",https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-blue-3_WEB.jpeg?v=1438625979,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-blue-2_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Blue,,31,,,Levis - Shorts - Dark Blue - 31,454,shopify,1,deny,manual,68.00,,true,true,"",https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-brown-3_WEB.jpeg?v=1438625979,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-blue-2_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Blue,,32,,,Levis - Shorts - Dark Blue - 32,454,shopify,0,deny,manual,68.00,,true,true,"",https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-brown-4_WEB.jpeg?v=1438625979,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-blue-2_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Blue,,33,,,Levis - Shorts - Dark Blue - 33,454,shopify,0,deny,manual,68.00,,true,true,"",https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-brown-1_WEB.jpeg?v=1438625979,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-blue-2_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Blue,,34,,,Levis - Shorts - Dark Blue - 34,454,shopify,1,deny,manual,68.00,,true,true,"",https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-light-blue-1_WEB.jpeg?v=1438625979,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-blue-2_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Blue,,36,,,Levis - Shorts - Dark Blue - 34,454,shopify,1,deny,manual,68.00,,true,true,"",https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-light-blue-2_WEB.jpeg?v=1438625979,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-blue-2_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Light Blue,,28,,,Levis - Shorts - Lgt Blue - 28,454,shopify,1,deny,manual,68.00,,true,true,"",https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-light-blue-3_WEB.jpeg?v=1438625979,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-light-blue-2_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Light Blue,,29,,,Levis - Shorts - Lgt Blue - 29,454,shopify,1,deny,manual,68.00,,true,true,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-light-blue-2_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Light Blue,,30,,,Levis - Shorts - Lgt Blue - 30,454,shopify,1,deny,manual,68.00,,true,true,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-light-blue-2_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Light Blue,,31,,,Levis - Shorts - Lgt Blue - 31,454,shopify,1,deny,manual,68.00,,true,true,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-light-blue-2_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Light Blue,,32,,,Levis - Shorts - Lgt Blue - 32,454,shopify,0,deny,manual,68.00,,true,true,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-light-blue-2_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Light Blue,,33,,,Levis - Shorts - Lgt Blue - 33,454,shopify,1,deny,manual,68.00,,true,true,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-light-blue-2_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Light Blue,,34,,,Levis - Shorts - Lgt Blue - 34,454,shopify,1,deny,manual,68.00,,true,true,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-light-blue-2_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Light Blue,,36,,,Levis - Shorts - Lgt Blue - 34,454,shopify,1,deny,manual,68.00,,true,true,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-light-blue-2_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Tan,,28,,,Levis - Shorts - Tan - 28,454,shopify,0,deny,manual,68.00,,true,true,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-brown-3_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Tan,,29,,,Levis - Shorts - Tan - 29,454,shopify,1,deny,manual,68.00,,true,true,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-brown-3_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Tan,,30,,,Levis - Shorts - Tan - 30,454,shopify,1,deny,manual,68.00,,true,true,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-brown-3_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Tan,,31,,,Levis - Shorts - Tan - 31,454,shopify,0,deny,manual,68.00,,true,true,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-brown-3_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Tan,,32,,,Levis - Shorts - Tan - 32,454,shopify,0,deny,manual,68.00,,true,true,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-brown-3_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Tan,,33,,,Levis - Shorts - Tan - 33,454,shopify,1,deny,manual,68.00,,true,true,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-brown-3_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Tan,,34,,,Levis - Shorts - Tan - 34,454,shopify,1,deny,manual,68.00,,true,true,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-brown-3_WEB.jpeg?v=1438625979,lb
levis-511-slim-fit-commuter-shorts,,,,,,,,Tan,,36,,,Levis - Shorts - Tan - 34,454,shopify,1,deny,manual,68.00,,true,true,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Men-short-brown-3_WEB.jpeg?v=1438625979,lb
lezyne-sport-floor-pump,Lezyne Sport Floor Pump,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p class=""p1"">The Lezyne Sport Floor Drive is a high pressure floor pump with a steel barrel and piston, a varnished wood handle and Composite Matrix base and connectors. The ABS Flip-Thread Chuck and long rubber hose easily reach both Presta and Schrader valves on a stand. The included Speed Chuck makes this pump compatible with disc wheels. The 2.5x oversized gauge is precise and easy to read. The barrel is painted for durability and a stylish look.</p>
<p class=""p1""><strong>Features include:</strong></p>
<ul>
<li><span style=""line-height: 1.2;"">Built-in pressure gauge</span></li>
<li><span style=""line-height: 1.2;"">Steel piston and barrel with aluminum base</span></li>
<li><span style=""line-height: 1.2;"">Comfortable varnished wood handle</span></li>
<li><span style=""line-height: 1.2;"">160psi/11bar</span></li>
<li><span style=""line-height: 1.2;"">3 lbs.</span></li>
</ul>
<p class=""p1""> </p>",Lezyne,Pumps,"Accessories, Presta Valve, Pumps, Schrader valve, Tools and Maintenance",true,Color,Black,,,,,Pump - Lezyne - Sport Floor - Black,1089,shopify,29,continue,manual,49.99,60.00,true,true,"",https://cdn.shopify.com/s/files/1/0923/8062/products/pumpmultibig.jpeg?v=1438625971,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Sport-Floor-Drive-Black.jpeg?v=1438625971,lb
lezyne-sport-floor-pump,,,,,,,,Silver,,,,,Pump - Lezyne - Sport Floor - Silver,1089,shopify,29,continue,manual,49.99,60.00,true,true,"",https://cdn.shopify.com/s/files/1/0923/8062/products/Sport-Floor-Drive-Black.jpeg?v=1438625971,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/pumpsilverbig.jpeg?v=1438625971,lb
lezyne-sport-floor-pump,,,,,,,,Red,,,,,Pump - Lezyne - Sport Floor - Red,1089,shopify,12,continue,manual,49.99,60.00,true,true,"",https://cdn.shopify.com/s/files/1/0923/8062/products/pumpsilverbig.jpeg?v=1438625971,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/pumpredbig.jpeg?v=1438625971,lb
lezyne-sport-floor-pump,,,,,,,,Yellow,,,,,Pump - Lezyne - Sport Floor - Yellow,1089,shopify,6,continue,manual,49.99,60.00,true,true,"",https://cdn.shopify.com/s/files/1/0923/8062/products/pumpredbig.jpeg?v=1438625971,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/pumpyellowbig.jpeg?v=1438625971,lb
lezyne-sport-floor-pump,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/pumpyellowbig.jpeg?v=1438625971,,,,,,,,,,,,,,,,,,,
lezyne-sport-floor-pump,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/pump-guage_1.jpeg?v=1438625971,,,,,,,,,,,,,,,,,,,
multicolor-pure-fix-bar-tape,Multicolor Bar Tape,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Pure Fix Bar tape for our <a href=""/products/bull-horn-bars"">bull horn</a> and <a href=""/products/pure-fix-drop-bars"">drop</a> handlebars.  This tape is the highest quality and of course, the end caps are included. </p>
<p>We highly recommend having your bars wrapped professionally.</p>",Pure Fix Cycles,Bar Tape,"Bars and Tape, Bars Tape Grips and Stems, Blue, Brown, Camo, Cream, Green, Grips and Tape, Handlebar Tape, Orange, Parts, Red, Tape, White, Yellow",false,Color,Red White Black,,,,,Handlebar Tape - Camo Red/White,227,shopify,0,deny,manual,12.00,,true,true,,https://cdn.shopify.com/s/files/1/0923/8062/products/camo_tape_0003_red_white_black.jpeg?v=1438625965,Red White Black,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/camo_tape_0003_red_white_black.jpeg?v=1438625965,lb
neco-bottom-bracket,Sealed Cartridge Bottom Bracket,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>This is the perfect bottom bracket to fit your <a href=""http://purefixcycles.com/collections/frame-sets"">Pure Fix frame set</a>.  It has sealed bearings and rings in at 68mm x 110.5mm. </p>
<table>
<thead>
<tr>
<th><strong>VP Bottom Bracket</strong></th>
<th>Specifications</th>
</tr>
</thead>
<tbody>
<tr>
<td><strong>BB Shell Width</strong></td>
<td>68 mm</td>
</tr>
<tr>
<td><strong>Weight</strong></td>
<td>334 g</td>
</tr>
<tr>
<td><strong>BB Thread Type</strong></td>
<td>English</td>
</tr>
<tr>
<td><strong>Spindle Interface</strong></td>
<td>Square Taper</td>
</tr>
<tr>
<td><strong>Spindle Length</strong></td>
<td>110.5 mm</td>
</tr>
</tbody>
</table>",Neco,Bottom Brackets,"Bottom Bracket, Bottom Brackets, Drivetrain, Neco, Parts",true,Size,68x110.5,,,,,Bottom Bracket - 68x110.5,454,shopify,8,deny,manual,20.00,,true,true,'741360638457,https://cdn.shopify.com/s/files/1/0923/8062/products/Bottom-Bracket_68-x-110_Front_WEB.jpeg?v=1438625963,,false,,,,,,,,,,,,,,,,,lb
neco-head-set,Neco Head Set,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>This neco 1 1/8"" threadless headset will be perfect for your <a href=""http://purefixcycles.com/collections/frame-sets"">Pure Fix Frame Set</a>.</p>
<h3></h3>",Neco,Head Set,"Headset, Headsets, Neco, Parts",true,Color,Black,,,,,Neco Headset - Black,272,shopify,93,deny,manual,8.00,,true,true,'741360638464,https://cdn.shopify.com/s/files/1/0923/8062/products/head-set_1.jpeg?v=1438625961,,false,,,,,,,,,,,,,,,,,lb
neco-head-set,,,,,,,,Alloy,,,,,Neco Headset - Alloy,272,shopify,26,deny,manual,8.00,,true,true,'741360638419,,,,,,,,,,,,,,,,,,,,lb
neco-head-set,,,,,,,,Gold,,,,,Neco Headset - Gold,272,shopify,10,deny,manual,25.00,,true,true,'741360637412,,,,,,,,,,,,,,,,,,,,lb
oury-grip-set,Oury Grip Set,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>The most durable grips around! Oury grips are known for being the nicest, toughest, most comfortable grips on the market. No one can match the quality of these American-made grips.</p>",Oury,Grips,"Bars and Tape, Bars Tape Grips and Stems, Black, Blue, Glow, Glow In The Dark, Glow Series, Green, Grey, Grips, Grips and Tape, Orange, Parts, Purple, Red, White, Yellow",true,Color,Black,,,,,Grips - Oury - Black,227,shopify,3347,deny,manual,12.00,,true,true,"",https://cdn.shopify.com/s/files/1/0923/8062/products/all_1_1200.jpeg?v=1438625960,,false,,,,,,,,,,,,,,,,,lb
oury-grip-set,,,,,,,,White,,,,,Grips - Oury - White,227,,-103,deny,manual,8.00,12.00,true,true,"",,,,,,,,,,,,,,,,,,,,lb
oury-grip-set,,,,,,,,Grey,,,,,Grips - Oury - Grey,227,,-80,deny,manual,8.00,12.00,true,true,"",,,,,,,,,,,,,,,,,,,,lb
oury-grip-set,,,,,,,,Glow in the Dark,,,,,Grips - Oury - Glow in the Dark,227,,-93,deny,manual,8.00,12.00,true,true,"",,,,,,,,,,,,,,,,,,,,lb
oury-grip-set,,,,,,,,Red,,,,,Grips - Oury - Red,227,,-118,deny,manual,8.00,12.00,true,true,"",,,,,,,,,,,,,,,,,,,,lb
oury-grip-set,,,,,,,,Orange,,,,,Grips - Oury - Orange,227,,-91,deny,manual,8.00,12.00,true,true,"",,,,,,,,,,,,,,,,,,,,lb
oury-grip-set,,,,,,,,Yellow,,,,,Grips - Oury - Yellow,227,,-69,deny,manual,8.00,12.00,true,true,"",,,,,,,,,,,,,,,,,,,,lb
oury-grip-set,,,,,,,,Green,,,,,Grips - Oury - Green,227,,-96,deny,manual,8.00,12.00,true,true,"",,,,,,,,,,,,,,,,,,,,lb
oury-grip-set,,,,,,,,Blue,,,,,Grips - Oury - Blue,227,,-105,deny,manual,8.00,12.00,true,true,"",,,,,,,,,,,,,,,,,,,,lb
oury-grip-set,,,,,,,,Purple,,,,,Grips - Oury - Purple,227,,-72,deny,manual,8.00,12.00,true,true,"",,,,,,,,,,,,,,,,,,,,lb
pedros-trixie-multitool,Pedro's Trixie Multitool,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>This tool is specifically designed with the fixed-gear rider in mind. It is made from heat-treated steel and has a lifetime warranty! This is the perfect tool to keep your fixie riding right and has the following features:</p>
<ul>
<li>15mm box end wrench</li>
<li>Lock ring hook</li>
<li>8, 9, 10mm box end wrenches</li>
<li>5mm hex</li>
<li>Beer bottle opener</li>
</ul>
<p> </p>",Pedro's,Tools,"15mm, 5mm, Accessories, Essential, Essentials, Safety Gear, Tool, Tools, Tools and Maintenance",true,Style,Fixie,,,,,Tool - Pedros Trixie,136,shopify,17,deny,manual,21.99,,true,true,,https://cdn.shopify.com/s/files/1/0923/8062/products/petrx2_2.jpeg?v=1438625959,,false,,,,,,,,,,,,,,,,,lb
pf-scooter,PF Scoot Scoot,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p class=""p1"">Don't get us wrong, nothing gets our juices flowing like 700C's, but after using these 4.5""ers to get around our office, we thought we'd make our own! Able to rotate a full 360 degrees, these scooters will take your in-office commute game to the next level! </p>
<p class=""p1"">In 3 stunning colorways, these white-gold coated scooters come in at only $599!</p>
<p class=""p1"">While supplies last!</p>",Pure Fix Cycles,Scooter,"",false,Color,Red,,,,,PFSCOOTER,907,shopify,1,deny,manual,599.99,1299.99,true,true,,https://cdn.shopify.com/s/files/1/0923/8062/products/scooterred_1.jpeg?v=1438625957,,false,,,,,,,,,,,,,,,,,lb
pf-scooter,,,,,,,,Purple,,,,,PFSCOOTER,907,shopify,1,deny,manual,599.99,1299.99,true,true,,https://cdn.shopify.com/s/files/1/0923/8062/products/scooterpink_1.jpeg?v=1438625957,,,,,,,,,,,,,,,,,,,lb
pf-scooter,,,,,,,,Blue,,,,,PFSCOOTER,907,shopify,1,deny,manual,599.99,1299.99,true,true,,https://cdn.shopify.com/s/files/1/0923/8062/products/scooterblu_1.jpeg?v=1438625957,,,,,,,,,,,,,,,,,,,lb
pista-bars,Pista Bars,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>These 42cm alloy pista handlebars are perfect for your fixie.  Designed by Pure Fix Cycles in California.</p>
<p>List of Specs:</p>
<ul>
<li>17.5"" Wide</li>
<li>7"" High</li>
<li>These bars will fit any stem with dimensions: 1 1/8"", 26mm/90mm extension</li>
<li>These bars are not compatible with our <a href=""/products/rear-brake-kit"" title=""Fixed Gear Brakes"">brake kits</a>.</li>
</ul>",Pure Fix Cycles,Handlebars,"Alloy, Bars, Bars and Stems, Bars and Tape, Bars Tape Grips and Stems, Black, Gold, Handle Bars, Handlebars, Parts, Pure Fix Cycles, White",true,Color,Silver,,,,,Handlebar - Pista 25.4 - Silver,907,shopify,58,deny,manual,26.00,,true,true,'741360637894,https://cdn.shopify.com/s/files/1/0923/8062/products/PistaBar_Chrome_3RD_WEB.jpeg?v=1438625953,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PistaBar_Chrome_3RD_WEB.jpeg?v=1438625953,lb
pista-bars,,,,,,,,Black,,,,,Handlebar - Pista 25.4 - Black,907,shopify,120,deny,manual,26.00,,true,true,'741360637900,https://cdn.shopify.com/s/files/1/0923/8062/products/PistaBar_Black_3RD_WEB.jpeg?v=1438625953,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PistaBar_Black_3RD_WEB.jpeg?v=1438625953,lb
pista-bars,,,,,,,,Gold,,,,,Handlebar - Pista 25.4 - Gold,907,shopify,92,deny,manual,26.00,,true,true,'741360637887,https://cdn.shopify.com/s/files/1/0923/8062/products/PistaBar_Gold_3RD_WEB.jpeg?v=1438625953,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PistaBar_Gold_3RD_WEB.jpeg?v=1438625953,lb
pista-bars,,,,,,,,White,,,,,Handlebar - Pista 25.4 - White,907,shopify,97,deny,manual,26.00,,true,true,'741360637870,https://cdn.shopify.com/s/files/1/0923/8062/products/PistaBar_White_3RD_WEB.jpeg?v=1438625953,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/PistaBar_White_3RD_WEB.jpeg?v=1438625953,lb
